Samples.DateAndTime,Samples.Site,Sites.Name,Samples.Location,Locations.Name,Samples.Sample,Samples.TakenBy,Laboratories.Name,Samples.LabRef,SampleDepths.DepthNo,SampleDepths.DepthTime,SampleDepths.Depth,SampleValues.Param,Params.Name,Params.Units,SampleValues.Val,SampleValues.Qualifier,SampleValues.Quality,Samples.Comments,SampleDepths.Comments,SampleValues.Comments,Params.BioKingdom,Params.BioPhylum,Params.BioClass,Params.BioOrder,Params.BioFamily,Params.BioGenus,Params.BioSpecies,Datasets
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,651,Unidentified Chrysophyte,cells/mL,4,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.67,Chlorophyta (Closteriopsis sp.),cells/mL,53,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.05,Chlorophyta (Cosmarium sp.),cells/mL,4,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,657.17,Charophyta (Cosmocladium sp.),cells/mL,11,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623,Cryptophyta (Unidentified Cryptomonad),cells/mL,570,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Area 51,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.15,Chlorophyta (Dictyosphaerium sp.),cells/mL,240,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae,Dictyosphaerium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.03,Chrysophyta (Dinobryon sp.),cells/mL,4,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chrysophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,621.52,Cyanobacteria (Dolichospermum sp.),cells/mL,3600,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,657,Charophyta (Elakatothrix sp.),cells/mL,19,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Plantae,Charophyta,Klebsormidiophyceae,klebsormidiales,Elaktotrichaceae,Elakatothrix,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,624.02,Euglenophyta (Euglena sp.),cells/mL,8,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Euglenophyta,Euglenophyceae,Euglenales,Euglenaceae,Euglena,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,659,Bacillariophyta (Fragilaria sp.),cells/mL,1900,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariceae,Fragilaria,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.68,Chlorophyta (Gloeocystis sp.),cells/mL,30,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,625.01,Dinophyta (Gymnodinium sp.),cells/mL,8,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,649,Chrysophyta (Mallomonas sp.),cells/mL,8,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chrysophyta,Chrysophyceae,Ochromonadales,Synuraceae,Mallomonas,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.32,Chlorophyta (Monoraphidium sp.),cells /ml,4,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.1,Chlorophyta (Mougeotia sp.),cells/mL,4,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Mougeotia,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.2,Chlorophyta (Nephrocytium sp.),cells/mL,38,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Nephrocytium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,621.4,Cyanobacteria (Nodularia spumigena),cells/mL,0,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Area 51,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,657.09,Charophyta (Onychonema sp.),cells/mL,30,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:45,462,WOODS LAKE,5,MIDDLE,82331,KRM/EG,Analytical Services,115506,1,7/12/2023 10:45,0.2,623.21,Chlorophyta (Oocystis sp.),cells/mL,270,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82330, EnteredBy: macfarlanek 07/02/2024 16:15",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Oocystis,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,2,7/12/2023 10:50,0.2,154.1,pH field,,7.67,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface grab sample,"Field duplicate, EQUIPMENT: WTW handheld meter",,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,2,7/12/2023 10:50,0.2,101,Water Temperature,Degrees C,17.3,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface grab sample,"Field duplicate, EQUIPMENT: WTW handheld meter",,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,2,7/12/2023 10:50,0.2,141.01,Conductivity @ TRef 25,uS/cm (25 TRef),65.1,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface grab sample,"Field duplicate, EQUIPMENT: WTW handheld meter",,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,2,7/12/2023 10:50,0.2,136.01,Turbidity,NTU/FNU,7.8,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface grab sample,"Field duplicate, EQUIPMENT: Hach 2100P Meter",,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,2,7/12/2023 10:50,0.2,266,Dissolved Oxygen (DO mg/l),mg/l,8.31,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface grab sample,"Field duplicate, EQUIPMENT: WTW handheld meter",,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,2,7/12/2023 10:50,0.2,266.01,Dissolved Oxygen (DO %),% Saturation,94.1,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface grab sample,"Field duplicate, EQUIPMENT: WTW handheld meter",,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,1,7/12/2023 10:50,0,180.07,Wind Direction Estimate,Degrees,45,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface observation,,,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,1,7/12/2023 10:50,0,185.1,Wind speed estimate,Beaufort,1,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface observation,,,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,1,7/12/2023 10:50,0,102,Air Temperature,Degrees C,17,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface observation,,,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,1,7/12/2023 10:50,0,110.11,Precipitation Type,,0,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface observation,"0=None, 1=Drizzle, 2=Snow, 3=Sleet, 4=Hail, 5=Rain",,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,1,7/12/2023 10:50,0,167.02,Water Surface Conditions,,1,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface observation,"0=Flat, 1=Ripples, 2=Small wavelets, 3=Large wavelets, 4=Small waves, 5=Moderate waves, 6=Long waves",,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,1,7/12/2023 10:50,0,188,Cloud cover,Okta,2,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface observation,,,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,1,7/12/2023 10:50,0,133.38,Sample bottles,units,8,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface observation,,,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
7/12/2023 10:40,462,WOODS LAKE,5,MIDDLE,82330,KRM/EG,Field measurement,,1,7/12/2023 10:50,0,131,Transparency - Secchi,Metres,1.11,,11,"Sampling to monitor algal bloom situation.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 07/02/2024 14:17",Surface observation,EQUIPMENT: Secchi Disc,,,,,,,,"SOURCE: Field Note
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,621.57,Cyanobacteria (Anathece sp.),cells/mL,470,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,621.14,Cyanobacteria (Aphanocapsa sp.),cells/mL,12000,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,622.08,Bacillariophyta (Asterionella sp.),cells/mL,26,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Fragillariophyceae,Fragillariales,Fragillariaceae,Asterionella,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,622.06,Bacillariophyta (Aulacoseira sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,623.16,Chlorophyta (Botryococcus sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae,Dictyosphaerium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,623.12,Chlorophyta (Chlamydomonas sp.),cells/mL,11,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomadaceae,Chlamydomonas,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,623.67,Chlorophyta (Closteriopsis sp.),cells/mL,38,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,623.61,Chlorophyta (Comasiella sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Area 51,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,623.05,Chlorophyta (Cosmarium sp.),cells/mL,26,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,657.17,Charophyta (Cosmocladium sp.),cells/mL,100,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,623,Cryptophyta (Unidentified Cryptomonad),cells/mL,420,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Area 51,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,623.15,Chlorophyta (Dictyosphaerium sp.),cells/mL,770,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae,Dictyosphaerium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,623.03,Chrysophyta (Dinobryon sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chrysophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,621.52,Cyanobacteria (Dolichospermum sp.),cells/mL,1600,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,657,Charophyta (Elakatothrix sp.),cells/mL,15,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Plantae,Charophyta,Klebsormidiophyceae,klebsormidiales,Elaktotrichaceae,Elakatothrix,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
29/11/2023 11:00,462,WOODS LAKE,5,MIDDLE,82325,KRM/RM,Analytical Services,115370,1,29/11/2023 11:00,0.2,659,Bacillariophyta (Fragilaria sp.),cells/mL,1000,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 82210, EnteredBy: macfarlanek 07/02/2024 12:49",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariceae,Fragilaria,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
